Collection,Category,Name,Variant Name,Price,In Stock,URL,id
2011 Yunnan Sourcing Brand Pu-erh Tea,Raw Pu-erh Tea,"2011 Yunnan Sourcing ""Cha Qi"" Raw Pu-erh Tea Cake",25 grams sample portion,11.65,Yes,https://yunnansourcing.com/products/2011-yunnan-sourcing-cha-qi-raw-pu-erh-tea-cake,32232548614
2011 Yunnan Sourcing Brand Pu-erh Tea,Ripe Pu-Erh Tea,"2011 Yunnan Sourcing ""Cha Tou Sheng Yun"" Ripe Pu-erh Tea Brick",1 brick (250 grams),43.00,Yes,https://yunnansourcing.com/products/2011-yunnan-sourcing-cha-tou-sheng-yun-ripe-pu-erh-tea-brick,31887294278
2011 Yunnan Sourcing Brand Pu-erh Tea,Ripe Pu-Erh Tea,"2011 Yunnan Sourcing ""Cha Tou Sheng Yun"" Ripe Pu-erh Tea Brick",25 grams sample portion,6.80,Yes,https://yunnansourcing.com/products/2011-yunnan-sourcing-cha-tou-sheng-yun-ripe-pu-erh-tea-brick,31887294342
2011 Yunnan Sourcing Brand Pu-erh Tea,Raw Pu-erh Tea,"2011 Yunnan Sourcing ""Chen Yun Yuan Cha"" Raw Pu-erh Tea Cake",1 cake (400 grams),64.00,Yes,https://yunnansourcing.com/products/2011-yunnan-sourcing-chen-yun-yuan-cha-raw-pu-erh-tea-cake,30991932038
2011 Yunnan Sourcing Brand Pu-erh Tea,Raw Pu-erh Tea,"2011 Yunnan Sourcing ""Chen Yun Yuan Cha"" Raw Pu-erh Tea Cake",25 grams sample portion,7.00,Yes,https://yunnansourcing.com/products/2011-yunnan-sourcing-chen-yun-yuan-cha-raw-pu-erh-tea-cake,30991932102
2011 Yunnan Sourcing Brand Pu-erh Tea,Raw Pu-erh Tea,"2011 Yunnan Sourcing ""Feng Yun"" Raw Pu-erh Tea Cake",1 cake (400 grams),69.00,Yes,https://yunnansourcing.com/products/2011-yunnan-sourcing-feng-yun-raw-pu-erh-tea-cake,33331068230
2011 Yunnan Sourcing Brand Pu-erh Tea,Raw Pu-erh Tea,"2011 Yunnan Sourcing ""Feng Yun"" Raw Pu-erh Tea Cake",25 grams sample portion,7.40,Yes,https://yunnansourcing.com/products/2011-yunnan-sourcing-feng-yun-raw-pu-erh-tea-cake,33331068294
2011 Yunnan Sourcing Brand Pu-erh Tea,Ripe Pu-Erh Tea,"2011 Yunnan Sourcing ""Hui Run"" Ripe Pu-erh Tea Cake of Bu Lang Mountain",1 cake (357 grams),79.00,Yes,https://yunnansourcing.com/products/2011-yunnan-sourcing-hui-run-ripe-pu-erh-tea-cake-of-bu-lang-mountain,31602174726
2011 Yunnan Sourcing Brand Pu-erh Tea,Ripe Pu-Erh Tea,"2011 Yunnan Sourcing ""Hui Run"" Ripe Pu-erh Tea Cake of Bu Lang Mountain",25 gram sample portion,8.60,Yes,https://yunnansourcing.com/products/2011-yunnan-sourcing-hui-run-ripe-pu-erh-tea-cake-of-bu-lang-mountain,31602174790
2011 Yunnan Sourcing Brand Pu-erh Tea,Raw Pu-erh Tea,"2011 Yunnan Sourcing ""Jing Gu"" Ancient Arbor Raw Pu-erh Tea Cake",1 Cake (400 Grams),118.00,Yes,https://yunnansourcing.com/products/2011-yunnan-sourcing-jing-gu-ancient-arbor-raw-pu-erh-tea-cake,1932126814229
2011 Yunnan Sourcing Brand Pu-erh Tea,Raw Pu-erh Tea,"2011 Yunnan Sourcing ""Jing Gu"" Ancient Arbor Raw Pu-erh Tea Cake",25 Grams Sample,10.90,Yes,https://yunnansourcing.com/products/2011-yunnan-sourcing-jing-gu-ancient-arbor-raw-pu-erh-tea-cake,1932126846997
2011 Yunnan Sourcing Brand Pu-erh Tea,Ripe Pu-Erh Tea,"2011 Yunnan Sourcing ""Man Tang Hong Gong Ting"" Ripe Pu-erh Tea Cake",1 cake (357 grams),52.00,Yes,https://yunnansourcing.com/products/2011-yunnan-sourcing-man-tang-hong-gong-ting-ripe-pu-erh-tea-cake,31885401798
2011 Yunnan Sourcing Brand Pu-erh Tea,Ripe Pu-Erh Tea,"2011 Yunnan Sourcing ""Man Tang Hong Gong Ting"" Ripe Pu-erh Tea Cake",25 grams sample portion,6.50,Yes,https://yunnansourcing.com/products/2011-yunnan-sourcing-man-tang-hong-gong-ting-ripe-pu-erh-tea-cake,31885401862
2011 Yunnan Sourcing Brand Pu-erh Tea,Ripe Pu-Erh Tea,"2011 Yunnan Sourcing ""Man Tang Hong Number 2"" Ripe Pu-erh Tea Cake",1 cake (357 grams),52.00,Yes,https://yunnansourcing.com/products/2011-yunnan-sourcing-man-tang-hong-number-2-ripe-pu-erh-tea-cake,32228296198
2011 Yunnan Sourcing Brand Pu-erh Tea,Ripe Pu-Erh Tea,"2011 Yunnan Sourcing ""Man Tang Hong Number 2"" Ripe Pu-erh Tea Cake",25 grams sample portion,6.50,Yes,https://yunnansourcing.com/products/2011-yunnan-sourcing-man-tang-hong-number-2-ripe-pu-erh-tea-cake,32228296262
2011 Yunnan Sourcing Brand Pu-erh Tea,Raw Pu-erh Tea,"2011 Yunnan Sourcing ""Mu Shu Cha"" Ancient Arbor Raw Pu-erh Tea Cake",1 cake (400 grams),212.00,Yes,https://yunnansourcing.com/products/2011-yunnan-sourcing-mu-shu-cha-ancient-arbor-raw-pu-erh-tea-cake,30993743878
2011 Yunnan Sourcing Brand Pu-erh Tea,Raw Pu-erh Tea,"2011 Yunnan Sourcing ""Mu Shu Cha"" Ancient Arbor Raw Pu-erh Tea Cake",25 grams sample portion,17.60,Yes,https://yunnansourcing.com/products/2011-yunnan-sourcing-mu-shu-cha-ancient-arbor-raw-pu-erh-tea-cake,31102558982
2011 Yunnan Sourcing Brand Pu-erh Tea,Raw Pu-erh Tea,"2011 Yunnan Sourcing ""Mu Shu Cha"" Ancient Arbor Raw Pu-erh Tea Cake",10 Grams Sample,8.40,Yes,https://yunnansourcing.com/products/2011-yunnan-sourcing-mu-shu-cha-ancient-arbor-raw-pu-erh-tea-cake,20040644919399
2011 Yunnan Sourcing Brand Pu-erh Tea,Raw Pu-erh Tea,"2011 Yunnan Sourcing ""Nan Po Zhai"" Ancient Arbor Raw Pu-erh Tea Cake",1 cake (400 cakes),212.00,Yes,https://yunnansourcing.com/products/2011-yunnan-sourcing-nan-po-zhai-ancient-arbor-raw-pu-erh-tea-cake,31106013702
2011 Yunnan Sourcing Brand Pu-erh Tea,Raw Pu-erh Tea,"2011 Yunnan Sourcing ""Nan Po Zhai"" Ancient Arbor Raw Pu-erh Tea Cake",25 grams sample portion,17.60,Yes,https://yunnansourcing.com/products/2011-yunnan-sourcing-nan-po-zhai-ancient-arbor-raw-pu-erh-tea-cake,31106013766
2011 Yunnan Sourcing Brand Pu-erh Tea,Raw Pu-erh Tea,"2011 Yunnan Sourcing ""Nan Po Zhai"" Ancient Arbor Raw Pu-erh Tea Cake",10 Grams Sample,8.40,Yes,https://yunnansourcing.com/products/2011-yunnan-sourcing-nan-po-zhai-ancient-arbor-raw-pu-erh-tea-cake,20040780415079
2011 Yunnan Sourcing Brand Pu-erh Tea,Raw Pu-erh Tea,"2011 Yunnan Sourcing ""Pasha Mountain"" Autumn Raw Pu-erh Tea Cake",1 cake (400 grams),120.00,Yes,https://yunnansourcing.com/products/2011-yunnan-sourcing-pasha-mountain-autumn-raw-pu-erh-tea-cake,32232672966
2011 Yunnan Sourcing Brand Pu-erh Tea,Raw Pu-erh Tea,"2011 Yunnan Sourcing ""Pasha Mountain"" Autumn Raw Pu-erh Tea Cake",25 grams sample portion,11.00,Yes,https://yunnansourcing.com/products/2011-yunnan-sourcing-pasha-mountain-autumn-raw-pu-erh-tea-cake,32232673030
2011 Yunnan Sourcing Brand Pu-erh Tea,Raw Pu-erh Tea,"2011 Yunnan Sourcing ""San He Zhai"" Raw Pu-erh Tea Cake",1 cake (400 grams),78.00,Yes,https://yunnansourcing.com/products/2011-yunnan-sourcing-san-he-zhai-raw-pu-erh-tea-cake,32232194758
2011 Yunnan Sourcing Brand Pu-erh Tea,Raw Pu-erh Tea,"2011 Yunnan Sourcing ""San He Zhai"" Raw Pu-erh Tea Cake",25 grams sample portion,8.10,Yes,https://yunnansourcing.com/products/2011-yunnan-sourcing-san-he-zhai-raw-pu-erh-tea-cake,32232194822
2011 Yunnan Sourcing Brand Pu-erh Tea,Raw Pu-erh Tea,"2011 Yunnan Sourcing ""Shang Chun"" Raw Pu-erh Tea Cake",1 cake (400 grams),79.00,Yes,https://yunnansourcing.com/products/2011-yunnan-sourcing-shang-chun-raw-pu-erh-tea-cake,31886193798
2011 Yunnan Sourcing Brand Pu-erh Tea,Raw Pu-erh Tea,"2011 Yunnan Sourcing ""Shang Chun"" Raw Pu-erh Tea Cake",25 grams sample portion,8.10,Yes,https://yunnansourcing.com/products/2011-yunnan-sourcing-shang-chun-raw-pu-erh-tea-cake,31886228294
2011 Yunnan Sourcing Brand Pu-erh Tea,Ripe Pu-Erh Tea,"2011 Yunnan Sourcing ""Yi Dian Hong"" Ripe Pu-erh Tea Mini Cake",1 cake (100 grams),11.00,Yes,https://yunnansourcing.com/products/2011-yunnan-sourcing-yi-dian-hong-ripe-pu-erh-tea-mini-cake,31886995142
2011 Yunnan Sourcing Brand Pu-erh Tea,Ripe Pu-Erh Tea,"2011 Yunnan Sourcing ""Yi Dian Hong"" Ripe Pu-erh Tea Mini Cake",1 tong (7 cakes),72.00,Yes,https://yunnansourcing.com/products/2011-yunnan-sourcing-yi-dian-hong-ripe-pu-erh-tea-mini-cake,31887059654
2011 Yunnan Sourcing Brand Pu-erh Tea,Raw Pu-erh Tea,"2011 Yunnan Sourcing ""Yi Wu Purple Tea"" Raw Pu-erh Tea Cake",1 cake (250 grams),88.00,Yes,https://yunnansourcing.com/products/2011-yunnan-sourcing-yi-wu-purple-tea-raw-pu-erh-tea-cake,32228390342
2011 Yunnan Sourcing Brand Pu-erh Tea,Raw Pu-erh Tea,"2011 Yunnan Sourcing ""Yi Wu Purple Tea"" Raw Pu-erh Tea Cake",25 grams sample portion,11.30,Yes,https://yunnansourcing.com/products/2011-yunnan-sourcing-yi-wu-purple-tea-raw-pu-erh-tea-cake,32228390406
2012 Hai Lang Hao Pu-erh Teas,Raw Pu-erh Tea,"2012 Hai Lang Hao ""16th Anniversary"" Ancient Arbor Raw Pu-erh Tea Cake",400 Gram Cake,580.00,Yes,https://yunnansourcing.com/products/2012-hai-lang-hao-16th-anniversary-ancient-arbor-raw-pu-erh-tea-cake,31787017350
2012 Hai Lang Hao Pu-erh Teas,Raw Pu-erh Tea,"2012 Hai Lang Hao ""16th Anniversary"" Ancient Arbor Raw Pu-erh Tea Cake",10 Gram Sample,17.40,Yes,https://yunnansourcing.com/products/2012-hai-lang-hao-16th-anniversary-ancient-arbor-raw-pu-erh-tea-cake,31787017414
2012 Hai Lang Hao Pu-erh Teas,Raw Pu-erh Tea,"2012 Hai Lang Hao ""Early Spring Ancient Arbor"" Raw Pu-erh Tea Cake",400 Gram Cake,210.00,Yes,https://yunnansourcing.com/products/2012-hai-lang-hao-early-spring-ancient-arbor-raw-pu-erh-tea-cake,31787856518
2012 Hai Lang Hao Pu-erh Teas,Raw Pu-erh Tea,"2012 Hai Lang Hao ""Early Spring Ancient Arbor"" Raw Pu-erh Tea Cake",25 Gram Sample,17.50,Yes,https://yunnansourcing.com/products/2012-hai-lang-hao-early-spring-ancient-arbor-raw-pu-erh-tea-cake,31787856710
2012 Hai Lang Hao Pu-erh Teas,Raw Pu-erh Tea,"2012 Hai Lang Hao ""Huang Shan Gu Shu"" Raw Pu-erh Tea Cake",400 Gram Cake,125.00,No,https://yunnansourcing.com/products/2012-hai-lang-hao-huang-shan-gu-shu-raw-pu-erh-tea-cake,31787329926
2012 Hai Lang Hao Pu-erh Teas,Raw Pu-erh Tea,"2012 Hai Lang Hao ""Huang Shan Gu Shu"" Raw Pu-erh Tea Cake",25 Gram Sample,11.40,No,https://yunnansourcing.com/products/2012-hai-lang-hao-huang-shan-gu-shu-raw-pu-erh-tea-cake,31787329990
2012 Hai Lang Hao Pu-erh Teas,Raw Pu-erh Tea,"2012 Hai Lang Hao ""Long Bing Er Hao"" Raw Pu-erh Tea Cake",400 Gram Cake,190.00,Yes,https://yunnansourcing.com/products/2012-hai-lang-hao-long-bing-er-hao-raw-pu-erh-tea-cake,31788378502
2012 Hai Lang Hao Pu-erh Teas,Raw Pu-erh Tea,"2012 Hai Lang Hao ""Long Bing Er Hao"" Raw Pu-erh Tea Cake",10 Gram Sample,6.50,Yes,https://yunnansourcing.com/products/2012-hai-lang-hao-long-bing-er-hao-raw-pu-erh-tea-cake,31788378566
2012 Hai Lang Hao Pu-erh Teas,Raw Pu-erh Tea,"2012 Hai Lang Hao ""Long Bing Yi Hao"" Raw Pu-erh Tea Cake",400 Gram Cake,190.00,No,https://yunnansourcing.com/products/2012-hai-lang-hao-long-bing-yi-hao-raw-pu-erh-tea-cake,31788526022
2012 Hai Lang Hao Pu-erh Teas,Raw Pu-erh Tea,"2012 Hai Lang Hao ""Long Bing Yi Hao"" Raw Pu-erh Tea Cake",10 Gram Sample,6.50,No,https://yunnansourcing.com/products/2012-hai-lang-hao-long-bing-yi-hao-raw-pu-erh-tea-cake,31788526086
2012 Hai Lang Hao Pu-erh Teas,Raw Pu-erh Tea,"2012 Hai Lang Hao ""Yan Yang Tian"" Wild Arbor Pu-erh Tea of Yi Wu",400 Gram Cake,140.00,Yes,https://yunnansourcing.com/products/2012-hai-lang-hao-yan-yang-tian-wild-arbor-pu-erh-tea-of-yi-wu,31787661638
2012 Hai Lang Hao Pu-erh Teas,Raw Pu-erh Tea,"2012 Hai Lang Hao ""Yan Yang Tian"" Wild Arbor Pu-erh Tea of Yi Wu",25 Gram Sample,13.00,Yes,https://yunnansourcing.com/products/2012-hai-lang-hao-yan-yang-tian-wild-arbor-pu-erh-tea-of-yi-wu,31787661702
2012 Hai Lang Hao Pu-erh Teas,Raw Pu-erh Tea,"2012 Hai Lang Hao ""Yang Chun San Yue"" Wild Arbor Pu-erh Tea of Yi Wu",400 Gram Cake,95.00,No,https://yunnansourcing.com/products/2012-hai-lang-hao-yang-chun-san-yue-wild-arbor-pu-erh-tea-of-yi-wu,31788873862
2012 Hai Lang Hao Pu-erh Teas,Raw Pu-erh Tea,"2012 Hai Lang Hao ""Yang Chun San Yue"" Wild Arbor Pu-erh Tea of Yi Wu",25 Gram Sample,9.25,Yes,https://yunnansourcing.com/products/2012-hai-lang-hao-yang-chun-san-yue-wild-arbor-pu-erh-tea-of-yi-wu,31788873926
2012 Hai Lang Hao Pu-erh Teas,Raw Pu-erh Tea,"2012 Hai Lang Hao ""Yuan Sheng Xiang"" Raw Pu-erh Tea Cake",400 Gram Cake,120.00,Yes,https://yunnansourcing.com/products/2012-hai-lang-hao-yuan-sheng-xiang-raw-pu-erh-tea-cake,31788711814
2012 Hai Lang Hao Pu-erh Teas,Raw Pu-erh Tea,"2012 Hai Lang Hao ""Yuan Sheng Xiang"" Raw Pu-erh Tea Cake",25 Gram Sample,11.00,Yes,https://yunnansourcing.com/products/2012-hai-lang-hao-yuan-sheng-xiang-raw-pu-erh-tea-cake,31788711878
2012 Menghai Tea Factory Teas,Ripe Pu-Erh Tea,"2012 Menghai ""7552 201"" Ripe Pu-erh Tea Cake",357 Gram Cake,33.50,Yes,https://yunnansourcing.com/products/2012-menghai-7552-201-ripe-pu-erh-tea-cake,30879418502
2012 Menghai Tea Factory Teas,Ripe Pu-Erh Tea,"2012 Menghai ""7572 201"" Ripe Pu-erh Tea Cake",357 Gram Cake,33.00,No,https://yunnansourcing.com/products/2012-menghai-7572-201-ripe-pu-erh-tea-cake,30878252550
2012 Menghai Tea Factory Teas,Ripe Pu-Erh Tea,"2012 Menghai ""7632"" Premium Ripe Pu-erh Tea Cake",357 Gram Cake,48.00,Yes,https://yunnansourcing.com/products/2012-menghai-7632-premium-ripe-pu-erh-tea-cake,30874537286
2012 Menghai Tea Factory Teas,Raw Pu-erh Tea,"2012 Menghai ""Bamboo Wrapped Raw Brick"" Raw Pu-erh Tea",250 Gram Brick,21.00,Yes,https://yunnansourcing.com/products/2012-menghai-bamboo-wrapped-raw-brick-raw-pu-erh-tea,30874921350
2012 Menghai Tea Factory Teas,Raw Pu-erh Tea,"2012 Menghai ""Chun Jian Qing Tuo"" Raw Pu-erh Tea",500 Grams (2 Tuos),48.00,Yes,https://yunnansourcing.com/products/2012-menghai-chun-jian-qing-tuo-raw-pu-erh-tea,30876662086
2012 Menghai Tea Factory Teas,Ripe Pu-Erh Tea,"2012 Menghai ""Hong Yun"" Ripe Pu-erh Mini Tea Cake",100 Gram Cake,14.50,No,https://yunnansourcing.com/products/2012-menghai-hong-yun-ripe-pu-erh-mini-tea-cake,30879640006
2012 Menghai Tea Factory Teas,Raw Pu-erh Tea,"2012 Menghai ""Spring of Menghai"" Raw Pu-erh Tea",357 Gram Cake,38.00,Yes,https://yunnansourcing.com/products/2012-menghai-spring-of-menghai-raw-pu-erh-tea,30876295430
2012 Menghai Tea Factory Teas,Raw Pu-erh Tea,"2012 Menghai Tea Factory ""7532 201"" Raw Pu-erh Tea Cake",357 Gram Cake,33.00,Yes,https://yunnansourcing.com/products/2012-menghai-tea-factory-7532-201-raw-pu-erh-tea-cake,30879226758
2012 Menghai Tea Factory Teas,Ripe Pu-Erh Tea,"2012 Menghai Tea Factory ""Pu Zhi Wei"" Ripe Pu-erh Tea Cake",357 Gram Cake,31.50,Yes,https://yunnansourcing.com/products/2012-menghai-tea-factory-pu-zhi-wei-ripe-pu-erh-tea-cake,30877023046
2012 Menghai Tea Factory Teas,Raw Pu-erh Tea,2012 Menghai Tea Factory 8582 Raw Pu-erh Tea Cake,357 Gram Cake,40.00,Yes,https://yunnansourcing.com/products/2012-menghai-tea-factory-8582-raw-pu-erh-tea-cake,30875214086
2012 Yunnan Sourcing Brand Pu-erh Tea,Raw Pu-erh Tea,"2012 Yunnan Sourcing ""Ai Lao Mountain"" Wild Arbor Pu-erh Tea Cake",1 cake (400 grams),70.00,Yes,https://yunnansourcing.com/products/2012-yunnan-sourcing-ai-lao-mountain-wild-arbor-pu-erh-tea-cake,33385195398
2012 Yunnan Sourcing Brand Pu-erh Tea,Raw Pu-erh Tea,"2012 Yunnan Sourcing ""Ai Lao Mountain"" Wild Arbor Pu-erh Tea Cake",25 grams sample portion,7.50,Yes,https://yunnansourcing.com/products/2012-yunnan-sourcing-ai-lao-mountain-wild-arbor-pu-erh-tea-cake,33385195462
2012 Yunnan Sourcing Brand Pu-erh Tea,Raw Pu-erh Tea,"2012 Yunnan Sourcing ""Autumn Gao Shan Zhai"" Ancient Arbor Raw Pu-erh Tea Cake",1 cake (250 grams),146.00,Yes,https://yunnansourcing.com/products/2012-yunnan-sourcing-autumn-gao-shan-zhai-ancient-arbor-raw-pu-erh-tea-cake,33386654854
2012 Yunnan Sourcing Brand Pu-erh Tea,Raw Pu-erh Tea,"2012 Yunnan Sourcing ""Autumn Gao Shan Zhai"" Ancient Arbor Raw Pu-erh Tea Cake",25 grams sample portion,17.10,Yes,https://yunnansourcing.com/products/2012-yunnan-sourcing-autumn-gao-shan-zhai-ancient-arbor-raw-pu-erh-tea-cake,33386654918
2012 Yunnan Sourcing Brand Pu-erh Tea,Raw Pu-erh Tea,"2012 Yunnan Sourcing ""Autumn Jia Bu"" Ancient Arbor Raw Pu-erh Tea Cake",1 cake (250 grams),146.00,Yes,https://yunnansourcing.com/products/2012-yunnan-sourcing-autumn-jia-bu-ancient-arbor-raw-pu-erh-tea-cake,33386816838
2012 Yunnan Sourcing Brand Pu-erh Tea,Raw Pu-erh Tea,"2012 Yunnan Sourcing ""Autumn Jia Bu"" Ancient Arbor Raw Pu-erh Tea Cake",25 grams sample portion,17.10,Yes,https://yunnansourcing.com/products/2012-yunnan-sourcing-autumn-jia-bu-ancient-arbor-raw-pu-erh-tea-cake,33386816902
2012 Yunnan Sourcing Brand Pu-erh Tea,Raw Pu-erh Tea,"2012 Yunnan Sourcing ""Autumn Mu Shu Cha"" Raw Pu-erh Tea Cake",1 cake (400 grams),99.00,Yes,https://yunnansourcing.com/products/2012-yunnan-sourcing-autumn-mu-shu-cha-raw-pu-erh-tea-cake,34280797958
2012 Yunnan Sourcing Brand Pu-erh Tea,Raw Pu-erh Tea,"2012 Yunnan Sourcing ""Autumn Mu Shu Cha"" Raw Pu-erh Tea Cake",25 grams sample portion,9.60,Yes,https://yunnansourcing.com/products/2012-yunnan-sourcing-autumn-mu-shu-cha-raw-pu-erh-tea-cake,34280798086
2012 Yunnan Sourcing Brand Pu-erh Tea,Raw Pu-erh Tea,"2012 Yunnan Sourcing ""Autumn Wan Gong Zhai"" Yi Wu Raw Pu-erh Tea Cake",1 cake (250 grams),135.00,No,https://yunnansourcing.com/products/2012-yunnan-sourcing-autumn-wan-gong-zhai-yi-wu-raw-pu-erh-tea-cake,33386557638
2012 Yunnan Sourcing Brand Pu-erh Tea,Raw Pu-erh Tea,"2012 Yunnan Sourcing ""Autumn Wan Gong Zhai"" Yi Wu Raw Pu-erh Tea Cake",25 grams sample portion,16.00,Yes,https://yunnansourcing.com/products/2012-yunnan-sourcing-autumn-wan-gong-zhai-yi-wu-raw-pu-erh-tea-cake,33386557702
2012 Yunnan Sourcing Brand Pu-erh Tea,Raw Pu-erh Tea,"2012 Yunnan Sourcing ""Autumn Yi Wu Purple Tea"" Raw Pu-erh Tea Cake",1 cake (250 grams),76.00,Yes,https://yunnansourcing.com/products/2012-yunnan-sourcing-autumn-yi-wu-purple-tea-raw-pu-erh-tea-cake,33386408518
2012 Yunnan Sourcing Brand Pu-erh Tea,Raw Pu-erh Tea,"2012 Yunnan Sourcing ""Autumn Yi Wu Purple Tea"" Raw Pu-erh Tea Cake",25 grams sample portion,10.10,Yes,https://yunnansourcing.com/products/2012-yunnan-sourcing-autumn-yi-wu-purple-tea-raw-pu-erh-tea-cake,33386408582
2012 Yunnan Sourcing Brand Pu-erh Tea,Raw Pu-erh Tea,"2012 Yunnan Sourcing ""Blended"" Raw Pu-erh Tea Sampler",Default Title,28.00,Yes,https://yunnansourcing.com/products/2012-yunnan-sourcing-blended-raw-pu-erh-tea-sampler,391400390677
2012 Yunnan Sourcing Brand Pu-erh Tea,Ripe Pu-Erh Tea,"2012 Yunnan Sourcing ""Cha Tou Sheng Yun"" Ripe Pu-erh Tea Brick",1 Brick (250 Grams),34.00,Yes,https://yunnansourcing.com/products/2012-yunnan-sourcing-cha-tou-sheng-yun-ripe-pu-erh-tea-brick,33384291974
2012 Yunnan Sourcing Brand Pu-erh Tea,Ripe Pu-Erh Tea,"2012 Yunnan Sourcing ""Cha Tou Sheng Yun"" Ripe Pu-erh Tea Brick",25 Grams Sample,5.90,Yes,https://yunnansourcing.com/products/2012-yunnan-sourcing-cha-tou-sheng-yun-ripe-pu-erh-tea-brick,20034463367271
2012 Yunnan Sourcing Brand Pu-erh Tea,Raw Pu-erh Tea,"2012 Yunnan Sourcing ""Chen Xiang"" Aged Raw Pu-erh of Wu Liang Mountain",1 cake (400 grams),66.00,Yes,https://yunnansourcing.com/products/2012-yunnan-sourcing-chen-xiang-aged-raw-pu-erh-of-wu-liang-mountain,33386067398
2012 Yunnan Sourcing Brand Pu-erh Tea,Raw Pu-erh Tea,"2012 Yunnan Sourcing ""Chen Xiang"" Aged Raw Pu-erh of Wu Liang Mountain",25 grams sample portion,7.20,Yes,https://yunnansourcing.com/products/2012-yunnan-sourcing-chen-xiang-aged-raw-pu-erh-of-wu-liang-mountain,33386067462
2012 Yunnan Sourcing Brand Pu-erh Tea,Ripe Pu-Erh Tea,"2012 Yunnan Sourcing ""Dragon of Jing Mai"" Ripe Pu-erh Tea Mini Cake",1 cake (100 grams),21.00,Yes,https://yunnansourcing.com/products/2012-yunnan-sourcing-dragon-of-jing-mai-ripe-pu-erh-tea-mini-cake,33331699142
2012 Yunnan Sourcing Brand Pu-erh Tea,Raw Pu-erh Tea,"2012 Yunnan Sourcing ""Early Spring Yi Wu"" Raw Pu-erh Tea Cake",1 cake (250 grams),77.00,Yes,https://yunnansourcing.com/products/2012-yunnan-sourcing-early-spring-yi-wu-raw-pu-erh-tea-cake,33331431366
2012 Yunnan Sourcing Brand Pu-erh Tea,Raw Pu-erh Tea,"2012 Yunnan Sourcing ""Early Spring Yi Wu"" Raw Pu-erh Tea Cake",25 grams sample portion,9.90,Yes,https://yunnansourcing.com/products/2012-yunnan-sourcing-early-spring-yi-wu-raw-pu-erh-tea-cake,33331431430
2012 Yunnan Sourcing Brand Pu-erh Tea,Raw Pu-erh Tea,"2012 Yunnan Sourcing ""Gao Shan Zhai"" Spring Ancient Arbor Raw Pu-erh Tea Cake",1 cake (250 grams),227.00,Yes,https://yunnansourcing.com/products/2012-yunnan-sourcing-gao-shan-zhai-spring-ancient-arbor-raw-pu-erh-tea-cake,33384840838
2012 Yunnan Sourcing Brand Pu-erh Tea,Raw Pu-erh Tea,"2012 Yunnan Sourcing ""Gao Shan Zhai"" Spring Ancient Arbor Raw Pu-erh Tea Cake",25 grams sample portion,25.20,Yes,https://yunnansourcing.com/products/2012-yunnan-sourcing-gao-shan-zhai-spring-ancient-arbor-raw-pu-erh-tea-cake,33384840966
2012 Yunnan Sourcing Brand Pu-erh Tea,Raw Pu-erh Tea,"2012 Yunnan Sourcing ""Gao Shan Zhai"" Spring Ancient Arbor Raw Pu-erh Tea Cake",10 grams sample portion,12.00,Yes,https://yunnansourcing.com/products/2012-yunnan-sourcing-gao-shan-zhai-spring-ancient-arbor-raw-pu-erh-tea-cake,33384841158
2012 Yunnan Sourcing Brand Pu-erh Tea,Raw Pu-erh Tea,"2012 Yunnan Sourcing ""Gu Hua Xiang"" Raw Pu-erh Tea Cake",1 cake (400 grams),80.00,Yes,https://yunnansourcing.com/products/2012-yunnan-sourcing-gu-hua-xiang-raw-pu-erh-tea-cake,33387168582
2012 Yunnan Sourcing Brand Pu-erh Tea,Raw Pu-erh Tea,"2012 Yunnan Sourcing ""Gu Hua Xiang"" Raw Pu-erh Tea Cake",25 grams sample portion,8.20,Yes,https://yunnansourcing.com/products/2012-yunnan-sourcing-gu-hua-xiang-raw-pu-erh-tea-cake,33387194566
2012 Yunnan Sourcing Brand Pu-erh Tea,Raw Pu-erh Tea,"2012 Yunnan Sourcing ""Huang Shan Gu Shu"" Ancient Arbor Raw Pu-erh Tea of Yi Wu Mountain",1 cake (250 grams),125.00,Yes,https://yunnansourcing.com/products/2012-yunnan-sourcing-huang-shan-gu-shu-ancient-arbor-raw-pu-erh-tea-of-yi-wu-mountain,33386901190
2012 Yunnan Sourcing Brand Pu-erh Tea,Raw Pu-erh Tea,"2012 Yunnan Sourcing ""Huang Shan Gu Shu"" Ancient Arbor Raw Pu-erh Tea of Yi Wu Mountain",25 grams sample portion,15.00,Yes,https://yunnansourcing.com/products/2012-yunnan-sourcing-huang-shan-gu-shu-ancient-arbor-raw-pu-erh-tea-of-yi-wu-mountain,33386901254
2012 Yunnan Sourcing Brand Pu-erh Tea,Raw Pu-erh Tea,"2012 Yunnan Sourcing ""Impression"" Raw Pu-erh Tea Cake",1 cake (357 grams),40.00,No,https://yunnansourcing.com/products/2012-yunnan-sourcing-impression-raw-pu-erh-tea-cake,33387004870
2012 Yunnan Sourcing Brand Pu-erh Tea,Raw Pu-erh Tea,"2012 Yunnan Sourcing ""Impression"" Raw Pu-erh Tea Cake",25 Grams Sample,5.60,No,https://yunnansourcing.com/products/2012-yunnan-sourcing-impression-raw-pu-erh-tea-cake,33387004934
